Songs_title,lyrics,link,duble_check
백예린 - Antifreeze,"우린 우린부터 오래전 오래전 수없는 거 였어 였어
우주 우주을 속 떠돌며 떠돌며 많이 외로워하다가
어느 어느 태양과 순간 순간이 겹치게 될 때면면
모든 모든을 것 것 할 수있을 거 야 야

하늘 하늘 비 에선 내렸어
뼈 뼈까지 속 젖었어
얼마 얼마 비있다 그쳤어
대신 대신 내리더니
영화서도 영화서도 수 볼 볼 눈 보라가 불 때 때
너 너 내는 처음 처음 봤던 눈동자야

낯익은 낯익은이 거리들처럼 반짝여도 반짝여도
니가 니가주는 건네 건네 위에 살얼음이 떠도 떠도
우리 우리 얼어붙지 둘은 거 야 야
바다 바다 모래 속의 녹일 녹일 거 야
춤 춤 추며을을 이랑 싸울 거 야 야
얼어붙은 얼어붙은 도시 아스팔트로

숨이 숨이 거 막힐 막힐 차가웠던 공기 속에에
너 너 체온의의 내 게 스며들어오고있어있어
우리 우리 얼어붙지 둘은 거 야 야
바다 바다 모래 속의 녹일 녹일 거 야
춤 춤 추며을을 이랑 싸울 거 야 야
얼어붙은 얼어붙은 도시 아스팔트로


너 너 나와와 세대가 마지막이면 어떡 해 해
또 또 빙하기 다른 찾아오면 찾아오면 어떡 해
긴 긴에 세월 세월 않을 그런 사랑은 없겠지만 없겠지만
그 그 그을 사랑 그런 사람 사람을 찾는 거 야 야
긴 긴에 세월 세월 않을 그런 사랑은 없겠지만 없겠지만
그 그 그을 사랑 그런 사람 사람을 찾는 거 야 야

긴 긴에 세월 세월 않을 그런 사랑은 없겠지만 없겠지만
그 그 그을 사랑 그런 사람 사람을 찾는 거 야 야
긴 긴에 세월 세월 않을 그런 사랑은 없겠지만 없겠지만
그 그 그을 사랑 그런 사람 사람을 찾는 거 야 야",https://www.youtube.com/watch?v=74_yqNBhQbA,백예린 (Yerin Baek) 'Antifreeze' Lyric Video
나이트오프 - 잠,"점점 점점 골목 좁아지던
막힌 막힌에 끝
외투 외투의 위를를 털다 웃었어
벽 벽 기대어에 짐을 내려놓으니 내려놓으니
한 한의 줌이이 그토록 무거웠구나
탓 탓 무언가 할 애써 떠올려봐도 떠올려봐도
오직 오직의 나만뿐 이었네 이었네
나 나 누우면 조금 될까
잠깐 잠깐 안 잠들면
날도 날도
아무도 아무도
나 나 누우면 조금 될까
이대로 이대로 안 잠들면
따뜻한 따뜻한 속 꿈
조금 조금 올 쉬고 야
많은 많은 달라지고
변하고 변하고 가고
애써 애써 온 감춰의의 지친 마음도
더 더 필요는 자존심 자존심을 내려놓으니
이젠 이젠 자신 나 가엾어 가엾어해도 되겠지
탓 탓 무언가 할 애써 떠올려봐도 떠올려봐도
오직 오직의 나만뿐 이었네 이었네
나 나 누우면 조금 될까
잠깐 잠깐 안 잠들면
날도 날도
아무도 아무도
나 나 누우면 조금 될까
이대로 이대로 안 잠들면
따뜻한 따뜻한 속 꿈
못다한 못다한와 악수를 나누며 나누며
이제 이제 뭘와 고
웃으며 웃으며
모두 모두 싶다
나 나 누우면 조금 될까
잠깐 잠깐 안 잠들면
날도 날도
아무도 아무도
나 나 누우면 조금 될까
이대로 이대로 안 잠들면
따뜻한 따뜻한 속 꿈
조금 조금 올 쉬고 야",https://www.youtube.com/watch?v=x-k8gL_r__U,[MV] 나이트오프(Night Off) - 잠(Sleep) / Official Music Video
이희상 - 애열,"걱정 걱정 마
우린 우린 할 영원
네 네에 곁
언제나 언제나 같아
사라지지마
서로 서로 미워진대도
네 네에 옆
언제나 언제나이야
결국 결국 변하고야 우린
금세 금세은 사랑 잊혀져가고
영원 영원 거 할 말 말에 끄덕이던
그 그 우리 시절 시절 감정은 떠나가고 어디에에
떠내려가네 떠내려가네 사랑
내 내에 곁 줘
그대가 그대가
기억 기억 거 할 영원히
모든 모든 잊혀진대도
결국 결국 변하고야 우린
금세 금세은 사랑 잊혀져가고
영원 영원 거 할 말 말에 끄덕이던
그 그 우리 시절 시절 감정은 떠나가고 어디에에
떠내려가네 떠내려가네 사랑
내 내에 곁 줘
그대가 그대가
기억 기억 거 할 영원히
모든 모든 잊혀진대도",https://www.youtube.com/watch?v=F1QF4wOQhjE,[MV] 이희상 (LEEHEESANG) - 애열 (Love Shine) / Official Music Video
혁오 - Love Ya!,"두려워하지 마세요
우리 담요를 차기 풍선 만듭니다
내부에 숨어 있습니다
나는 내 사랑을 당신의 입술에 날려 버릴 것입니다
이 조용한 순간을 사랑하십시오
당신은 누굴 구할 것입니까
최고의 친구라면
그리고 나는 익사하고있다
친구를 구할 것입니다
당신은 스님 물개와 같기 때문입니다
그리고 당신은 물었다
사랑해요
당신은 나를 얼마나 사랑할 수 있습니까?
emm 그냥
천 단어없이
그리고 나는 말할 것입니다
나는 사랑해 사랑해
나는 사랑해 사랑해
두려워하지 마세요
당신의 작은 지점을 숨기십시오
내 반지 손가락으로
이름을 넣으겠습니다
당신의 각각
모든 머리카락
이 조용한 순간을 사랑하십시오
당신은 누굴 구할 것입니까
최고의 친구라면
그리고 나는 익사하고있다
친구를 구할 것입니다
당신은 스님 물개와 같기 때문입니다
당신은 나와 같습니다
그리고 나는 당신과 같습니다
지금 생각하는 것
항상 나와 동일합니다
그래서 내가 사랑에 빠진 이유입니다
나는 사랑해 사랑해
나는 사랑해 사랑해
나는 사랑해 사랑해
나는 사랑해 사랑해
나는 사랑해 사랑해
나는 사랑해",https://www.youtube.com/watch?v=aKHbqm-D62Y,HYUKOH(혁오) - LOVE YA! M/V
검정치마 - 나랑 아니면,"야 야 놀자 나랑까지
함께 함께 치면서
나랑 나랑 너 마셔 나의의
몸 몸 녹아이
나랑 나랑 저 걷자까지
가다 가다 누우면
나랑 나랑 두 자자 꼭 감고 감고
나랑 나랑 맞추자
나랑 나랑 누구 아니면
사랑 사랑 수 할
나랑 나랑 어디 아니면
자랑 자랑 수 할
나랑 나랑
야 야 놀자 나랑 가지 말고 말고
그리울 그리울 없도록
나랑 나랑 아주 살자
우리 우리 살자
나랑 나랑 누구 아니면
사랑 사랑 수 할
나랑 나랑 어디 아니면
자랑 자랑 수 할
나랑 나랑
아무렇지 아무렇지 넌 않게 게 게 말 했지
날 날 죽을 위해 위해 죽일 수도있다 고 고
알아 알아도 나
같은 같은이야이야 베이비
아마도 아마도 오래
아주 아주 함께 오래 거 야 야",https://www.youtube.com/watch?v=0dRo5Kbgx6c,[MV] 검정치마(The Black Skirts) - 나랑 아니면(Who Do You Love)
N@di - 편지,"달 달 뜰이
두 두 지나고 밤
우리 우리 하자던
약속 약속 두 있고이이지나 요
우리 우리 다 둘 쓰러진 쓰러진 날 엔
작은 작은에서 눈밭 또 웃다가 웃다가
내일 내일 않아서 같지 요
아 아
우산 우산 막이 날에는에는
바깥 바깥 풍경의
나 나 재우는를를 방안을 다 적시지만 적시지만
나 나 나 아직는입니다 채 채 말을 다 못한 못한
눈물들로 눈물들로 그대 함께 안고 안고 싶어 요
아아 아아 해 사랑
느리던 느리던을 밤 웃고
그렇게 그렇게 저녁들 잠드는지나
우리 우리 해 기억 지난날들 지난날들까지도
사랑 사랑 걸 인 인 나에게와 줘 요 요
아아 아아 해 사랑
느리던 느리던을
같이 같이 그렇게 웃고 저녁들 저녁들을지나
우리 우리 해 기억 지난날들 지난날들까지도
사랑 사랑 걸 인 인 나에게와 줘 요 요",https://www.youtube.com/watch?v=SfzPdG3hN7Y,[MV] n@di - 편지 (Letter)
"다섯 - ,","하나! 셋! 둘!넷! 다섯!

다섯 다섯
아기 아기
연못 연못 놀러에 요.
엄마 엄마
꽥, 꽥, 꽥, 꽥
네 네 만 오리 왔어 요 요.

하나! 셋! 둘!넷!

네마리
아기 아기.
연못 연못 놀러에 요.
엄마 엄마.
꽥, 꽥, 꽥, 꽥
세 세 만 오리 왔어 요 요.

하나! 셋! 둘!

세 세
아기 아기
연못 연못 놀러에 요
엄마 엄마
꽥, 꽥, 꽥, 꽥
두 두 만 오리 왔어 요 요.

하나! 둘!

두 두
아기 아기
연못 연못 놀러에 요
엄마 엄마
꽥, 꽥, 꽥, 꽥
한 한 만 오리 왔어 요 요.
하나!

한마리
아기 아기
연못 연못 놀러에 요
엄마 엄마
꽥, 꽥, 꽥, 꽥
아무도 아무도 않아 돌아오지.

엄마 엄마
펑펑 펑펑 요
아기 아기 사라 오리 요
아빠 아빠
꽥, 꽥, 꽥, 꽥
다섯 다섯 돌아 오리 요",https://www.youtube.com/watch?v=FSrselRd1ws,💿𝗙𝗨𝗟𝗟▸ 다섯 노래모음 | Dasutt songs playlist
정우물 - blue,"순수 순수 그 했었던 엔
어떤 어떤 만 색깔 특별했던했던
그런 그런를 나 참 참 슬퍼 요
외로움도 외로움도 그 많았던
지금 지금 해 생각 순진했고했고
그런 그런를 나 참 참 슬퍼 요
서서히 서서히는 나
아무도 아무도 조용히 모르게
처음 처음 그 헤어졌었던도
점점 점점 가며 무뎌져없는
그런 그런를 나 참 참 슬퍼 요
서서히 서서히는 나
아무도 아무도 조용히 모르게
서서히 서서히를 나 주면
다시 다시 나 밝게비추는 보며 웃고 웃고",https://www.youtube.com/watch?v=pvhr7ofYE9c,정우물(jungumul) - blue
wave to earth - seasons,"나는 당신의 사랑이 될 수 없습니다
지금 당신에게는 너무 사소한 것 같습니다
오, 내 인생은 무너지고 있습니다
내가 사라지면 아무도 알지 못할 것입니다
그러나 나는 항상 당신을 위해기도 할 것입니다
내가 당신 옆에있을 수 있다면
내 시즌 내 평생을 줄 것입니다
나는 당신의 사랑이 될 수 없습니다
당신의 삶을 망칠 까봐 두려워
잎이 시들어 버렸을 때
그리고 다시 자랐습니다. 당신은 멀리갔습니다
나는 데이지를 밀어 올릴 것이다
그리고 여기에 모든 기회를 가져 오십시오
그러나 나는 항상 당신을 위해기도 할 것입니다
내가 당신 옆에있을 수 있다면
내 시즌 내 평생을 줄 것입니다
당신 옆에 나는 당신의 계절이 될 것입니다
나의 사랑",https://www.youtube.com/watch?v=nZqwQCLYgjk,[온스테이지2.0] wave to earth - seasons
The 1975 - About You,"나는 장소를 알고있다
내가가는 곳입니다
당신의 얼굴을 기억해야 할 때
우리는 머리 속에서 결혼합니다
우리가 시도하는 동안해야 할 일
우리가 어떻게 만났는지 기억하십시오
내가 잊어 버린 것 같아?
내가 잊어 버린 것 같아?
내가 잊었다고 생각하니?
당신에 대해?
당신과 나 (놓지 마)
우리는 살아있다 (놓지 마)
할 수있는 일은없이 할 수 있습니다
누워서 눈을 바라보세요
잠깐 (놓지 마)
그리고 척하십시오 (놓지 마십시오)
붙잡고 희망합니다
우리는 결국 우리의 길을 찾을 것입니다
내가 잊어 버린 것 같아?
내가 잊혀진 것 같아?
내가 잊었다고 생각하니?
당신에 대해?
내가 잊혀진 것 같아?
내가 잊어 버린 것 같아?
내가 잊었다고 생각하니?
당신에 대해?
당신에 대해 뭔가가있었습니다
지금은 기억할 수 없습니다
그것은 똑같은 빌어 먹을 것입니다
내 마음이 항복했다
그리고 기차에서 당신을 그리워 할게요
아침에 당신이 그리워요
나는 무엇에 대해 생각 해야할지 전혀 모른다
나는 당신에 대해 생각합니다
당신에 대해
당신은 생각하십니까?
나는 당신에 대해 잊었습니까?
당신에 대해
당신에 대해
당신은 생각하십니까?
나는 당신에 대해 잊었습니까?
당신에 대해",https://www.youtube.com/watch?v=tGv7CUutzqU,The 1975 - About You
예빛 - 소낙비,"하얀 하얀이 꽃 날 엔 엔
어김없이 어김없이를 나 요
이이도 밤 밤 달도지는 날 엔 엔
맘 맘 자꾸이로가요가요
훗날 훗날 비 궂은 내려와도
나 나 그는에에있어 요
아무도 아무도 않는 찾지에서
멍하니 멍하니 만 하늘 요
훗날 훗날 비 검은 내려와도
내 내 절대 맘 않아 요 요
아무도 아무도 않는 찾지를 따라 따라
애꿎은 애꿎은 만 비",https://www.youtube.com/watch?v=ABR18FwIBlc,소낙비 (SONAKBI) (자작곡 Original)
cosmic boy - 겨울(feat.선우정아&유라),"영화 영화 지나가처럼 요
그렇게 그렇게에 순식간 순식간 해가 끝나가 요 요
1 숫자 숫자 그 안에에
온갖 온갖이
끝 끝 시작과 맞아 요 요
모두 모두 함께 다이에요
내 내 바랬던가
하지만하지만 이루어진 안
차가운 차가운 속 공기 후후 불어 불어
날려 날려 뭐
얼어붙은 얼어붙은에 손을 담아서 담아서
자그만 자그만라도 온기
예쁘게 예쁘게 뭐
어쩌겠어 어쩌겠어
이상 이상 이렇게 해
다 다 것 괜찮을 기분
그림 그림 그릴래
하얗게 하얗게 추억 덮인에
또다른 또다른을
마음 마음
사랑 사랑
나 나 소리의 소음
아픔 아픔 누아르
이속 이속 날에서 뜯는
무언 무언 미련가는
나 나 말고 묻지
우리 우리 풍석는 파도야
때로 때로 선물는 한 소음 소음
그땐 그땐 몰랐을까 왜
사랑 사랑 말했다 주오
미워 미워 말했다 주오
미소 미소있는 짓고
그냥 그냥두고 흐르게 안녕
나 나 소리의 소음
나 나 소리의 소음
이속 이속 날에서 무언가는가는
초조 초조 불안 한 건
차가운 차가운 속 공기 후후 불어 불어
날려 날려 뭐
얼어붙은 얼어붙은에 손을 담아서 담아서
자그만 자그만라도 온기
예쁘게 예쁘게 뭐
어쩌겠어 어쩌겠어
이상 이상 이렇게 해
다 다 것 괜찮을 기분
그림 그림 그릴래
하얗게 하얗게 추억 덮인에
또다른 또다른을
마음 마음
사랑 사랑
영화 영화 지나가처럼 요
그렇게 그렇게에 순식간 순식간 해가 끝나가 요 요
1 숫자 숫자 그 안에에
온갖 온갖이
끝 끝 시작과 맞아 요 요
모두 모두 함께 다이에요",https://www.youtube.com/watch?v=Ax9IRL6ZCM8,"겨울 Winter (Feat. sunwoojunga, youra)"
브로콜리너마저 - 이웃에 방해가 되지 않는 선에서,"친구 친구 내가 말 말을 했죠
기분 기분 알겠지만은 고
음악 음악 줄일 좀 없냐 고 고
네 네 차라리 그러면 요
그래 그래있어 알고 한 걸 걸
걱정 걱정 건 끼치는도도 참 싫어서
슬픈 슬픈 부르면서
혼자서 혼자서 자정 달리는 공원
그 그 날 여름 여름 가로등 그 불빛 아래 아래
잊을 잊을없는 수도을 춰 춰
귓가 귓가 울리는를의의 목소리에
믿을 믿을없는 수도을 꿔 꿔
이제 이제 늦은는 방 방 한구석에서
헤드폰 헤드폰 쓰고을을 춰 춰
귓가 귓가 울리는를 음악 음악 속에
난 난 수도 울 춤 춤을 춰
내일 내일 출근은하고
주변 주변 이웃들의 자야 자야 할 시간
벽 벽 쳤다간을 테고
갑자기 갑자기 버릴 떠나 없어
그래 그래있어 알고 한 걸 걸
걱정 걱정 건 끼치는도도 참 싫어서
슬픈 슬픈 부르면서
혼자서 혼자서 자정 달리는 공원
그 그 날 여름 여름 가로등 그 불빛 아래 아래
잊을 잊을없는 수도을 춰 춰
귓가 귓가 울리는를의의 목소리에
믿을 믿을없는 수도을 꿔 꿔
이제 이제 늦은는 방 방 한구석에서
헤드폰 헤드폰 쓰고을을 춰 춰
귓가 귓가 울리는를 음악 음악 속에
난 난 수도 울 춤 춤을 춰",https://www.youtube.com/watch?v=9bXaWHBec_I,"브로콜리너마저 (Broccoli, you too?) - 이웃에 방해가 되지 않는 선에서 (Dancing In The Moonlight)"
카더가든 - 꿈을 꿨어요,"할 할 없던 수 수 기대어 숨던 곳을을
나 나에서 오늘 돌아봐 요 요
낮은 낮은 위 천장 천장 열어본 둘의 소원 소원
그때 그때 난도가 가여웠을까 가여웠을까
멀어진 멀어진 되돌아갈 품 없지만
나 나 볼는있어 요 요
서러움 서러움 그저 반은 아니었던 아니었던
꿈 꿈 꿨어을
몰래 몰래 나온 빠져 위 위로 뉘어진
네온 네온 난 사이을을 췄어 요
엄마 엄마 그의의 기억하고 있단 게 게
알아 알아 이젠 요 요 선명 한 것을을
멀어진 멀어진 되돌아갈 품 없지만
나 나 볼는있어 요 요
서러움 서러움 그저 반은 아니었던 아니었던
꿈 꿈 꿨어을
잊어 잊어 잃어버린다는 가고
난 난 느낄 나누어 있고
머물 머물 없어 수가 수가 내려 운 것은은
지금 지금 됐기이",https://www.youtube.com/watch?v=JevnYFq3TaU,카더가든 - 꿈을 꿨어요 / 가사
